Id,Text,Sentiment,% of sentiment,Senti_rate
20391,jesus ok an alarming percentage of my teachers ths year dont have a s ingle thoughtful bone in their bodies . its gonna b an interesting,fear,0.565,1
10170,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger,anger,0.646,0
10137,"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.'",anger,0.578,0
40768,"Nice to see Balotelli back to his best, good player.. Just lost his way a",sadness,0.167,2
21128,When you make a great tasting shake and no words can describe it!ðŸ˜ƒðŸ‘ŒðŸ» #shake #herbalifenutrition #tastesogood,fear,0.125,1
40327,"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy.",sadness,0.542,2
20918,@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation,fear,0.315,1
40068,The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media.,sadness,0.771,2
20108,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear,fear,0.792,1
40267,We,sadness,0.583,2
20161,both afraid of all the same,fear,0.708,1
40130,When will the weeks full of Mondays end??,sadness,0.688,2
30080,@jadelalaa_ hahaha and u da best bro ever luv u hearty,joy,0.78,3
10661,I need to stop second guess myself and just go with the first thought and go with it.,anger,0.425,0
40417,@SandraTXAS @6bird4 @CajunKangaroo @justanavywife please. Or you could be clouded by your passion. Emotion leads you from the,sadness,0.458,2
40012,"After 3 idk why I start feeling so depress, sad and",sadness,0.896,2
30163,It's a beautiful day today. Cloudy but sunny and,joy,0.673,3
30693,"Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the",joy,0.271,3
10626,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only",anger,0.396,0
40614,I wanna see you smile I don't wanna see you make a,sadness,0.333,2
30182,@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning ðŸ˜‚ðŸ˜‚ðŸ˜‚ @grimmers @fionaradio,joy,0.66,3
30110,"Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good",joy,0.74,3
10060,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help!,anger,0.75,0
10058,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair,anger,0.75,0
30198,"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment",joy,0.646,3
20638,@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful,fear,0.458,1
40702,"@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didn't expect at all to see someone around and staid",sadness,0.266,2
40104,"Wanna pop some pills, sedate myself, and wake up",sadness,0.729,2
21087,I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next,fear,0.188,1
10275,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i,anger,0.562,0
20290,"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained",fear,0.625,1
40057,and again dirty and self loathing attitude mope,sadness,0.792,2
30683,"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated",joy,0.288,3
10500,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the,anger,0.458,0
40600,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to",sadness,0.333,2
10687,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge,anger,0.2,0
10032,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance!,anger,0.792,0
21049,Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks,fear,0.229,1
10751,@pianimadi regarde tes,anger,0.312,0
10167,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the,anger,0.646,0
40078,If anybody needs me I'll be drowning my blues in a sea of whiskey,sadness,0.75,2
20218,@MaryamNSharif I think just becz u have so much terror in pak nd urself being a leader u forgot d difference btw a leader nd terrorist,fear,0.667,1
21108,@tannerfox awe cnt wait to,fear,0.16,1
10391,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter,anger,0.5,0
20716,@EurekaForbes U got to b kidding me. Anu from your firm responded when I sent the contact details.,fear,0.417,1
10519,@marthalyssa yep.,anger,0.438,0
20992,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was",fear,0.271,1
20839,Just want Saturday to be over but then again I want to do good,fear,0.354,1
30282,@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds,joy,0.567,3
10039,So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received,anger,0.771,0
40442,. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already.,sadness,0.445,2
40617,Season 3 of penny dreadful is on Netflix...well my afternoon is,sadness,0.333,2
30697,@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to,joy,0.271,3
10235,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No,anger,0.583,0
10261,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not,anger,0.583,0
10501,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm",anger,0.458,0
30617,Miami proficiency is like pleasing by what name miami beaches:,joy,0.34,3
30260,"@my2k aaa Cam animated that, so proud of our",joy,0.583,3
20591,I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming,fear,0.479,1
10147,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.,anger,0.667,0
10648,Gotta wonder why Caller Max listens to the show in the first place if you so incense him,anger,0.375,0
20807,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids,fear,0.375,1
40599,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic",sadness,0.333,2
20346,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the,fear,0.6,1
30447,@ESPNLosAngeles best segment so far by @marcelluswiley @Kdubblive,joy,0.468,3
30579,@Devilligan It's a beautifully sincere balancing act of grief and,joy,0.375,3
40679,TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment,sadness,0.271,2
40570,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.",sadness,0.354,2
20016,anxiety level-,fear,0.905,1
30251,Watch this amazing live.ly broadcast by @kaylaaa_sartorious #lively,joy,0.6,3
20862,"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task,",fear,0.354,1
20422,okay i AHVE to start mob psycho 100 today. if i dont im going to fight,fear,0.562,1
20023,im crying katherine is the only one whos like talking to me during my anxiety attack im gonna,fear,0.896,1
20256,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options.",fear,0.646,1
20242,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon,fear,0.667,1
40778,@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip!,sadness,0.125,2
20429,I'm afraid she's the goat you libeling people? #goat,fear,0.562,1
30444,"@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least",joy,0.479,3
20085,I have another test tonight,fear,0.812,1
20234,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered,fear,0.667,1
30085,@TheMandyMoore You are beyond wonderful. Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs,joy,0.771,3
40696,Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight,sadness,0.271,2
40066,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings,sadness,0.771,2
30521,@delon03 can you at least just walk past her and break out into,joy,0.417,3
10163,Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best,anger,0.646,0
10130,@edquinn63 how can you even forget to pick ur fave child up from school,anger,0.688,0
21016,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #residentadvisor",fear,0.25,1
40627,@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys,sadness,0.312,2
30357,"Accept the challenges, So that you may feel the exhilaration of victory.\n\nTOMIHO IpaglabanMo",joy,0.521,3
30497,Never make a #decision when you're #angry and never make a #promise when you're #happy.,joy,0.438,3
40176,as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and,sadness,0.667,2
30354,"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything.",joy,0.521,3
30157,@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGAðŸ™‹ Have a joyful,joy,0.68,3
40087,"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood has gone with the fame and fortune. #GBBO",sadness,0.75,2
40280,"@PaulJonMilne too grim, too insanely, determined to hurt you",sadness,0.575,2
40298,"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my",sadness,0.562,2
40681,"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out",sadness,0.271,2
30410,#ukedchat A4 Just go outside (or to the gym hall) and play! \n#education #playful,joy,0.481,3
10524,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you,anger,0.438,0
40213,I wonder what would happen if I were a father.,sadness,0.625,2
10214,"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a",anger,0.604,0
40197,#RIPKara i could have seen her at a local mall or any school football games. im,sadness,0.646,2
20032,"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like",fear,0.875,1
10479,Nick said he's territorial and he'll growl if someone gets too close to me,anger,0.458,0
20646,"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned",fear,0.458,1
20755,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back.",fear,0.396,1
10850,@cburt43 turn that frown upside,anger,0.125,0
40460,It's,sadness,0.438,2
10712,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent,anger,0.354,0
30201,Am I watching #BacheloretteAU or Zoolander ? #hilarious,joy,0.646,3
30245,"Being a veteran just totally got me out of a ticket. I'm elated right now, close",joy,0.604,3
10091,"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my",anger,0.729,0
20390,"People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is",fear,0.571,1
30217,@liamch88 yeah! :) playing well,joy,0.625,3
10127,I just love it when people make plans for me without actually including me in this process,anger,0.688,0
30010,I'm just still . So happy .\nA,joy,0.917,3
10160,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer,anger,0.646,0
20888,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol",fear,0.333,1
40024,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression,sadness,0.854,2
30169,Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me.,joy,0.667,3
20149,Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism.,fear,0.729,1
40437,"If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their",sadness,0.458,2
20585,Termination rate is at 22.22% I gotta make some things,fear,0.479,1
40631,Just put the winter duvet on â˜ƒï¸â„ï¸ðŸŒ¬â˜”ï¸,sadness,0.312,2
10756,@MetsProspectHub @brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by,anger,0.312,0
20236,#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE,fear,0.667,1
20541,Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both,fear,0.5,1
20811,@SueWallace78 peanut butter???? You some kinda pervert??,fear,0.375,1
30431,A cheerful heart is an unending banquet.-Â Proverbs (Mishle),joy,0.48,3
30219,@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids!,joy,0.625,3
10481,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the,anger,0.458,0
30667,"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton",joy,0.3,3
20065,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k,fear,0.833,1
20103,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so",fear,0.792,1
30794,@aradsliff don't know I'm from nj we are the worst on,joy,0.139,3
10318,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he,anger,0.542,0
40551,"Like, 'loon attic'. Luckily it quickly sunk in that it was the wrong pronunciation, but I still couldn't stop saying it. It just",sadness,0.375,2
30761,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful",joy,0.2,3
30694,Never make a #decision when you're #angry and never make a #promise when you're .,joy,0.271,3
10441,can't believe Achilles killed,anger,0.479,0
40583,"-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal --",sadness,0.354,2
30301,Watch this amazing live.ly broadcast by @mrgummyking #lively,joy,0.56,3
20254,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no,fear,0.646,1
30603,Follow me in instagram 1.0.7 #love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look,joy,0.354,3
21046,Not sure that men can handle a woman that's got her crap together.,fear,0.229,1
10408,@JuliaHB1 Bloody right,anger,0.5,0
30145,"â€œBe #positive, #cheerful, #grateful and expectant.â€ @NightingaleEarl #Success",joy,0.7,3
20671,I am in #shock and #awe and the places my #toddler manages to get his,fear,0.438,1
40234,Awareness of time is awareness of time lost. #awareness #time,sadness,0.604,2
10218,"@AskPS_UK not received verification email, asked for it to be resent 5 times still",anger,0.604,0
10798,It's easy to hold a grudge harder to let,anger,0.295,0
20079,I'm getting so nervous for my first anatomy exam,fear,0.812,1
10153,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record.,anger,0.812,0
40767,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #humor,sadness,0.167,2
40133,Can I just sulk in peace,sadness,0.688,2
30009,"@IndyMN I thought the holidays could not get any more cheerful, and then I met you.",joy,0.917,3
20145,searching for what pro and academic writers have to say about #writing #anxiety and,fear,0.729,1
10484,@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of???,anger,0.458,0
10629,@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle,anger,0.396,0
40332,Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. Sydney J.,sadness,0.542,2
21117,Thoroughly enjoying AHS tonight. #ahs,fear,0.146,1
40557,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real,sadness,0.369,2
10015,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen. #anger,anger,0.854,0
40025,"@TMobileHelp my service is down in Cleveland, OH. What's going on?",sadness,0.854,2
40521,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables,sadness,0.396,2
30450,"Update: I have yet to hang out with @MisElizaJane, but I'm still hopeful!",joy,0.462,3
30635,"@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard",joy,0.333,3
20084,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror",fear,0.812,1
21069,"If you think you're good to go already, don't worry about",fear,0.208,1
20917,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN",fear,0.32,1
40075,Good morning lovely people. Not gonna lie I've woken up feeling pretty,sadness,0.754,2
21126,@Zen1dfabflake You are all our angelic comrades!,fear,0.125,1
40398,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!!,sadness,0.479,2
20816,@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n,fear,0.375,1
30551,"#RIP30 Heaven is rejoicing because they've gained an angel, the Keifer family are in my prayers",joy,0.396,3
40337,"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo",sadness,0.541,2
40263,And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ',sadness,0.583,2
30675,All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right,joy,0.292,3
21083,@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a,fear,0.188,1
10699,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :),anger,0.354,0
10576,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a",anger,0.417,0
10439,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav",anger,0.479,0
20581,@drunkejt almost all of my mutuals intimidated me at some point or still,fear,0.479,1
30441,"@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove",joy,0.479,3
40325,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth,sadness,0.542,2
40322,5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a,sadness,0.542,2
20440,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all.,fear,0.542,1
20860,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???",fear,0.354,1
10281,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY,anger,0.562,0
30387,promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful #joyful,joy,0.5,3
10296,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club,anger,0.562,0
10828,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love",anger,0.188,0
40010,Honestly depression is kicking my ass lately..,sadness,0.896,2
10502,why are people so angry toward veggie burgers at in n out,anger,0.458,0
20575,"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest",fear,0.479,1
10562,LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with,anger,0.417,0
40324,"@narcissusheiyan maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting",sadness,0.542,2
40670,#PeopleLikeMeBecause of some unknown reason but I try to discourage,sadness,0.278,2
10203,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on,anger,0.625,0
20741,The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's,fear,0.409,1
20182,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed,fear,0.693,1
10813,The most important thing to #bestrong is to hold your,anger,0.147,0
30362,"Be happy. Be who you want to be. If others don't like it, then let them be. Happiness is a choice. Life isn't about pleasing",joy,0.52,3
21039,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #dosomething,fear,0.229,1
20270,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer,fear,0.646,1
30680,"cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever",joy,0.292,3
20580,Penny dreadful 3,fear,0.479,1
30448,Taguchi engineering fashionable hale and hearty little game optimization:,joy,0.462,3
40682,it didn't impress me but it didn't depress,sadness,0.271,2
20637,@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from,fear,0.458,1
20791,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2,fear,0.395,1
20805,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching",fear,0.375,1
10842,"@savageimiike one of my favorite songs brother, real",anger,0.157,0
10052,"@leesyatt you are a cruel, cruel man. #therewillbeblood",anger,0.84,0
21029,"In my room 101 would go Russell Howard,Tom Odell,Michael Buble!!! #pants",fear,0.25,1
10827,Follow me on Snapchat ðŸ‘» Carlabtst15,anger,0.188,0
40248,if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the,sadness,0.604,2
40510,A Leopard never changes its spots!,sadness,0.396,2
40483,Awareness of time is awareness of time lost. #awareness,sadness,0.417,2
40058,Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout,sadness,0.779,2
30052,Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday,joy,0.827,3
30684,@lilymooregrant u used to chirp me for drinking it u,joy,0.288,3
10268,"im on holiday for the next round,",anger,0.562,0
30068,"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness",joy,0.796,3
40003,My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar,sadness,0.946,2
30662,which always leads to the kind of hilarity average people will never experience - especially during,joy,0.312,3
40250,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.,sadness,0.604,2
40738,I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him,sadness,0.208,2
30699,"@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who",joy,0.271,3
21093,Hey no turn over after a kick - way to go Texans! Way to go! #Texans,fear,0.188,1
40063,"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can",sadness,0.771,2
30553,"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell",joy,0.396,3
40382,@iTriborg â€” make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful,sadness,0.5,2
20804,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump #scifi #ccot,fear,0.375,1
10825,"@ezlisteningdisc it doesn't offend me but it's just,,,",anger,0.188,0
30180,@TampaBayRay I cried with,joy,0.66,3
20436,"@MasterTomTheDom I hate winter, I dread it's",fear,0.556,1
40013,I sulk too much for my own,sadness,0.896,2
10737,Lot 100 would give Ghandi road,anger,0.333,0
20203,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet.,fear,0.688,1
10760,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns",anger,0.312,0
21136,Can't start a good day without a cup of tea! \n\n#tea #start #day,fear,0.104,1
20132,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people?,fear,0.75,1
21034,@Oooooo_Donna @sturgishigh @politicususa @CNN took its first baby step now let's hope they will start,fear,0.25,1
40746,@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys,sadness,0.208,2
20412,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts,fear,0.562,1
30039,Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs!,joy,0.846,3
10349,Forever angry that gh ruined Molly and morgan's,anger,0.521,0
10315,Candice's pout is gonna take someone eye out mate!,anger,0.542,0
40207,@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.,sadness,0.625,2
20274,Librarians scare,fear,0.646,1
40268,@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so,sadness,0.583,2
20477,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the",fear,0.536,1
40232,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness,sadness,0.604,2
20344,"2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is,",fear,0.604,1
20890,It's not going to break you it's just going to shake,fear,0.333,1
30375,Watch this amazing live.ly broadcast by @izzybuzy365 #lively,joy,0.51,3
10720,snap music kept me from running into traffic,anger,0.333,0
30485,"Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully.",joy,0.44,3
30803,"@AdsByFlaherty And you're cheerfully defending a group of unchecked, armed thugs who've shown a history of racism, violence, and",joy,0.104,3
20727,"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. ðŸˆðŸ©",fear,0.417,1
20074,@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to,fear,0.833,1
30566,Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the,joy,0.38,3
10558,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna,anger,0.417,0
30294,I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say.,joy,0.562,3
10513,"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the",anger,0.441,0
30025,@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :),joy,0.868,3
20039,@RosieBalls I fear for the future of,fear,0.87,1
10832,@JaredLeto Jared + #snap?,anger,0.188,0
10324,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test,anger,0.542,0
20732,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror,fear,0.417,1
10630,@edquinn63 how can you even forget to pick ur fave child up from,anger,0.396,0
10847,@Callidissima @ahouseingotham wrath of khan is one of the best movies of all,anger,0.146,0
10549,"After becoming boiling hot, after slowly melting, my heart is",anger,0.438,0
30596,Love how cheerful that woman is about storing someone else's furniture for an eternity. I'd have sold it by now.,joy,0.36,3
10782,@shopgreenwich #ldf16 what shall we do this weekend? #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp;,anger,0.271,0
10437,@jwolfie_ why you gotta use the dark skin,anger,0.479,0
30754,"@TheDemocrats dilemma, blaiming everything on the Bushes, but acting gleeful over their endorsement. #Election2016",joy,0.208,3
20771,"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their",fear,0.396,1
20208,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister,fear,0.688,1
30505,I'm really hitting all flavors of my sparkling water rap. But you know what's tripping me out? These half French and Spanish,joy,0.42,3
10787,@jetmissTee I thought I peeped him on your snap. That's the homie âœŠðŸ½,anger,0.271,0
40618,Do not grow weary in doing,sadness,0.325,2
20924,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start,fear,0.312,1
20126,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this,fear,0.75,1
30269,It's meant to,joy,0.583,3
40601,Bro Why pine green forget me nots are mediumpurple pickering is not lit and so,sadness,0.333,2
10328,guys irritate,anger,0.542,0
10491,@cxmbeferre so you WOULDNT date,anger,0.458,0
